Ingame Name,Real Name,Current Team,Age,Total Kills,Headshot %,Total Deaths,K/D Ratio,Damage / Round,Greande Damage / Round,Maps Played,Rounds Played,Kills / Round,Assists / Round,Deaths / Round,Saved by Teammates / Round,Saved Teammates / Round,Rating
Liki,Benson Niuila,Encore,24 years,7008,43.7%,6844,1.02,73.9,5.9,421,10685,0.66,0.15,0.64,0.12,0.1,1.07
chop,Connor Sullivan,Vendetta,21 years,9724,52.1%,9695,1.0,72.8,5.1,547,14545,0.67,0.13,0.67,0.1,0.11,1.03
freakazoid,Ryan Abadir,Mythic,30 years,16933,47.2%,17092,0.99,77.8,4.6,951,24469,0.69,0.15,0.7,0.11,0.1,0.99
Jerry,Andrey Mekhryakov,forZe,24 years,31962,45.4%,31800,1.01,76.5,4.5,1746,47065,0.68,0.14,0.68,0.1,0.09,1.06
roman,Ricardo Oliveira,SAW,30 years,22418,54.0%,22400,1.0,74.1,3.7,1255,32934,0.68,0.13,0.68,0.1,0.1,0.99
ANGE1,Kirill Karasiow,N/A,33 years,31392,51.3%,32077,0.98,80.1,5.0,1728,45027,0.7,0.17,0.71,0.1,0.07,0.99
kaboose,Jake McDonald,N/A,22 years,10006,54.9%,10311,0.97,76.1,2.4,549,14235,0.7,0.12,0.72,0.11,0.11,0.99
Djoko,Thomas Pavoni,HEET,25 years,11124,62.0%,11290,0.99,74.2,5.7,618,16480,0.68,0.13,0.69,0.1,0.1,1.04
Dimaoneshot,Dmitriy Bandurka,N/A,28 years,23864,52.5%,24414,0.98,77.3,4.0,1315,34605,0.69,0.14,0.71,0.11,0.1,0.99
Drone,Taylor Johnson,N/A,25 years,8164,61.8%,8332,0.98,75.2,3.9,454,11841,0.69,0.13,0.7,0.12,0.11,0.99
ALLE,Alexandre Santos,Paquetá,25 years,9416,49.6%,9355,1.01,76.1,5.4,531,14067,0.67,0.14,0.67,0.1,0.1,1.06
vanity,Anthony Malaspina,N/A,24 years,10461,41.8%,10381,1.01,74.0,4.6,609,15688,0.67,0.13,0.66,0.1,0.09,1.06
AZR,Aaron Ward,N/A,30 years,19959,51.6%,20095,0.99,74.6,3.9,1115,29102,0.69,0.14,0.69,0.11,0.11,0.99
fitch,Bektiyar Bahytov,Golden Knights,30 years,10410,52.6%,10620,0.98,77.9,4.9,574,15207,0.68,0.15,0.7,0.09,0.08,0.99
k1to,Nils Gruhne,BIG,24 years,24727,58.0%,25193,0.98,74.7,4.6,1364,36301,0.68,0.12,0.69,0.1,0.09,1.04
gade,Nicklas Gade,N/A,28 years,16756,53.6%,16884,0.99,72.5,3.6,964,25326,0.66,0.12,0.67,0.1,0.1,0.99
nitr0,Nick Cannella,Liquid,27 years,25945,44.5%,25763,1.01,70.7,4.9,1495,39115,0.66,0.14,0.66,0.11,0.09,0.99
krii,Kristaps Bricis,Wolsung,24 years,7650,49.7%,7654,1.0,74.1,3.3,434,11437,0.67,0.14,0.67,0.1,0.12,0.99
SAGGERTON,Saku Jokinen,N/A,27 years,9723,42.6%,9954,0.98,75.4,4.6,540,14097,0.69,0.15,0.71,0.11,0.1,0.99
dukefissura,Suleımen Orazaly,N/A,26 years,7441,60.7%,7611,0.98,77.3,3.9,394,10562,0.7,0.12,0.72,0.11,0.1,1.05
bq,Adam Bergqvist,Lilmix,21 years,8150,52.5%,8301,0.98,74.9,3.2,442,11874,0.69,0.13,0.7,0.09,0.08,1.03
nbqq,Vít Pohlot,ECLOT,25 years,7337,48.8%,7434,0.99,73.6,3.4,408,10837,0.68,0.12,0.69,0.1,0.09,1.03
Lukki,Lucas Pilheden,N/A,23 years,15622,51.2%,15631,1.0,72.4,3.0,893,23437,0.67,0.13,0.67,0.12,0.12,0.99
Dosia,Mihail Stolyarov,Forward,34 years,25481,48.1%,25268,1.01,73.6,5.5,1450,38010,0.67,0.15,0.66,0.08,0.08,0.99
ryotzz,Leon Felipe,N/A,29 years,7922,37.2%,8076,0.98,80.4,5.9,447,11613,0.68,0.18,0.7,0.1,0.09,1.08
apocdud,Tom Henry,e-LEMON-ators,24 years,13603,37.3%,13659,1.0,75.4,5.6,777,20060,0.68,0.14,0.68,0.1,0.1,1.05
NEKIZ,Gabriel Schenato,paiN,27 years,18523,48.0%,18656,0.99,74.9,3.9,1039,27367,0.68,0.13,0.68,0.1,0.1,0.99
Stev0se,Steven Rombaut,EC Brugge,29 years,8762,32.6%,8872,0.99,71.1,3.1,478,12683,0.69,0.1,0.7,0.08,0.09,1.02
J1rah,Jireh Youakim,N/A,22 years,13817,46.1%,13846,1.0,72.9,4.6,803,20826,0.66,0.13,0.66,0.1,0.08,1.04
DAVEY,David Stafford,N/A,26 years,14132,41.3%,14426,0.98,76.7,2.8,801,20713,0.68,0.14,0.7,0.08,0.08,0.98
stellar,Brenden McGrath,N/A,26 years,7396,45.7%,7370,1.0,76.2,4.3,427,10968,0.67,0.13,0.67,0.1,0.1,1.05
Xizt,Richard Landström,Heroic,31 years,28491,46.8%,27984,1.02,70.4,5.0,1665,42830,0.67,0.17,0.65,0.1,0.1,0.98
kory,Kornél Szedlár,Sangal,24 years,11552,54.0%,11658,0.99,76.6,5.1,625,16767,0.69,0.14,0.7,0.11,0.11,1.06
bubble,Kamen Kostadinov,VOYVODA,31 years,39942,41.7%,39535,1.01,74.1,5.2,2293,60236,0.66,0.15,0.66,0.1,0.1,0.98
Jonji,Jonathan Carey,EG White,23 years,20050,40.8%,20567,0.97,80.9,6.8,1121,28701,0.7,0.17,0.72,0.11,0.08,1.09
RUBINO,Ruben Villarroel,N/A,28 years,17632,52.5%,17802,0.99,71.7,2.3,998,26140,0.67,0.13,0.68,0.1,0.09,0.98
AdreN,Dauren Kystaubayev,N/A,33 years,31357,48.8%,31574,0.99,75.9,5.3,1767,46454,0.68,0.15,0.68,0.08,0.07,0.98
ZEDKO,Jindřich Chyba,SINNERS,24 years,22856,52.8%,22849,1.0,73.5,4.3,1292,34305,0.67,0.12,0.67,0.09,0.09,0.98
ryann,Ryan Welsh,N/A,22 years,12192,55.1%,12461,0.98,73.9,3.0,697,17857,0.68,0.12,0.7,0.12,0.1,1.04
Spiidi,Timo Richter,ALTERNATE aTTaX,27 years,37374,40.4%,37135,1.01,73.9,5.0,2152,57281,0.65,0.15,0.65,0.09,0.09,0.98
Zix,Krasen Minchev,N/A,24 years,7076,54.4%,7242,0.98,75.0,4.4,400,10329,0.69,0.14,0.7,0.12,0.11,1.04
larsen,Sebastian Larsen,Tricked,25 years,10873,30.4%,10800,1.01,70.0,4.3,623,16519,0.66,0.1,0.65,0.09,0.07,0.98
DeathZz,Raúl Jordán Nieto,N/A,27 years,9651,49.1%,9634,1.0,73.6,3.6,553,14739,0.65,0.13,0.65,0.09,0.1,1.02
DeadFox,Bence Böröcz,N/A,28 years,13856,38.4%,13910,1.0,69.5,3.5,807,21060,0.66,0.13,0.66,0.1,0.11,0.98
Furlan,Damian Kislowski,AGO,28 years,39026,53.0%,39818,0.98,76.2,5.3,2170,57770,0.68,0.14,0.69,0.1,0.09,0.98
djay,Jonathan Dallal,ATK,29 years,16395,47.7%,16529,0.99,74.2,4.1,939,24305,0.67,0.14,0.68,0.11,0.11,1.03
zende,Erik Sundeqvist,N/A,28 years,7064,47.7%,7065,1.0,74.1,3.4,397,10444,0.68,0.13,0.68,0.09,0.11,0.98
Daffu,Jakob Schildt,N/A,25 years,12656,51.3%,12553,1.01,72.8,4.6,717,19219,0.66,0.13,0.65,0.12,0.13,1.04
Fadey,Rhys Armstrong,N/A,24 years,14749,54.5%,15201,0.97,75.8,3.7,830,21364,0.69,0.13,0.71,0.11,0.1,0.98
anger,Todd Williams,N/A,35 years,12065,50.9%,12294,0.98,74.2,3.5,682,17700,0.68,0.14,0.69,0.1,0.1,0.98
propleh,Dmitriy Senigov,NASR,26 years,7435,49.2%,7470,1.0,74.5,4.2,419,11133,0.67,0.14,0.67,0.1,0.11,1.04
reversive,Roberto Themtham,N/A,30 years,12040,43.7%,12090,1.0,74.7,4.5,690,18069,0.67,0.14,0.67,0.1,0.1,0.98
raalz,Rasmus Steensborg,Copenhagen Flames,27 years,19423,57.4%,19658,0.99,72.0,5.2,1076,29298,0.66,0.12,0.67,0.11,0.11,0.98
tifa,Thiago França,N/A,26 years,7090,45.7%,7199,0.98,74.3,3.6,407,10476,0.68,0.14,0.69,0.09,0.1,0.98
jnt,Jhonatan Silva,Sharks,28 years,11256,35.2%,11053,1.02,68.5,4.1,680,17620,0.64,0.11,0.63,0.09,0.09,1.03
Perfecto,Ilya Zalutskiy,Natus Vincere,23 years,13180,46.2%,12767,1.03,69.9,4.7,800,21177,0.62,0.13,0.6,0.09,0.09,1.03
sXe,Cristian Niță,N/A,25 years,10478,43.1%,10635,0.99,73.8,3.0,605,15708,0.67,0.13,0.68,0.1,0.1,0.98
Ex3rcice,Pierre Bulinge,HEET,23 years,7770,54.4%,7822,0.99,70.3,4.0,444,11952,0.65,0.11,0.65,0.09,0.1,1.01
JACKZ,Audric Jug,HEET,30 years,20859,58.1%,21182,0.98,73.2,3.3,1181,31439,0.66,0.13,0.67,0.1,0.1,0.98
gla1ve,Lukas Rossander,Astralis,27 years,31018,46.6%,31093,1.0,74.4,6.1,1788,47160,0.66,0.16,0.66,0.1,0.08,0.98
Sapec,Anton Palmgren,EYEBALLERS,20 years,11252,52.2%,11600,0.97,76.6,5.6,613,16439,0.68,0.14,0.71,0.11,0.09,1.05
Llamas,Luke Merchant,N/A,23 years,7735,49.3%,7770,1.0,70.7,3.3,459,11767,0.66,0.12,0.66,0.1,0.11,1.01
manguss,Robert Kasper,Enterprise,21 years,7152,40.9%,7079,1.01,72.6,4.5,406,10945,0.65,0.12,0.65,0.07,0.1,1.02
notaN,Anton Pedersen,Sashi,22 years,10219,48.9%,10297,0.99,72.8,5.6,586,15635,0.65,0.14,0.66,0.11,0.11,0.98
DemQQ,Sergiy Demchenko,Monte,21 years,9746,53.0%,9787,1.0,74.9,5.1,556,14717,0.66,0.14,0.67,0.1,0.09,1.05
prt,Matheus Scuvero,TropiCaos,25 years,13467,53.1%,13568,0.99,72.9,3.0,777,20147,0.67,0.12,0.67,0.11,0.11,1.03
syken,Thilo Phan,N/A,26 years,7450,57.8%,7698,0.97,74.1,3.3,413,10832,0.69,0.12,0.71,0.11,0.11,0.98
BURNRUOk,Callum Henderson,N/A,27 years,15228,50.7%,15746,0.97,76.9,3.7,860,22168,0.69,0.14,0.71,0.09,0.08,0.98
Radifaction,Haakon Tholo,Oilers,24 years,9177,49.9%,9339,0.98,75.3,3.4,509,13632,0.67,0.13,0.69,0.09,0.09,1.03
kwezz,Oliver Rasmussen,Tricked,22 years,14917,55.4%,15027,0.99,71.8,4.6,853,22937,0.65,0.11,0.66,0.09,0.09,1.01
BIT,Bruno Fukuda Lima,MIBR,32 years,12432,48.2%,12385,1.0,74.3,5.6,735,19001,0.65,0.15,0.65,0.11,0.09,0.98
Boombl4,Kirill Mikhailov,1WIN,24 years,19404,41.4%,19845,0.98,75.9,4.6,1098,29092,0.67,0.14,0.68,0.09,0.08,1.04
Sergiz,Sergey Atamanchuk,Doge Soldiers,22 years,7947,51.9%,7849,1.01,72.6,5.1,465,12322,0.64,0.13,0.64,0.08,0.09,1.03
RuStY,Alfred Karlsson,GODSENT,25 years,26429,52.9%,26597,0.99,73.3,4.4,1469,39863,0.66,0.13,0.67,0.1,0.1,1.03
PERCY,Martin Wessel,CEPTER,28 years,18414,58.5%,18795,0.98,73.5,4.2,1032,27424,0.67,0.12,0.69,0.09,0.09,0.98
NickelBack,Aleksei Trofimov,1WIN,25 years,26151,39.9%,26365,0.99,75.3,6.4,1484,39647,0.66,0.16,0.66,0.11,0.1,1.05
ice,Aman Seitkaliyev,N/A,22 years,9096,57.5%,9358,0.97,74.0,3.7,504,13509,0.67,0.12,0.69,0.11,0.11,1.02
RUSH,William Wierzba,EG Black,28 years,25824,47.4%,26190,0.99,72.0,3.9,1491,39020,0.66,0.15,0.67,0.11,0.1,0.98
sinnopsyy,Dionis Budeci,Bad News Eagles,27 years,13897,56.7%,14524,0.96,78.8,5.7,752,20221,0.69,0.14,0.72,0.08,0.07,1.03
FinigaN,Vladislav Usov,N/A,24 years,9648,50.0%,9544,1.01,70.3,4.7,560,15074,0.64,0.12,0.63,0.1,0.1,1.03
blocker,Yanko Panov,N/A,25 years,16276,49.5%,16799,0.97,76.8,4.9,895,23790,0.68,0.15,0.71,0.11,0.12,1.04
RpK,Cédric Guipouy,N/A,33 years,26056,50.7%,26673,0.98,72.1,2.9,1499,39100,0.67,0.13,0.68,0.11,0.11,0.97
prosus,David Hesse,BIG Academy,19 years,7246,55.7%,7483,0.97,74.6,5.1,408,10777,0.67,0.13,0.69,0.11,0.11,1.03
isak,Isak Fahlén,GamerLegion,21 years,11825,49.4%,11966,0.99,72.7,5.0,671,18150,0.65,0.13,0.66,0.09,0.09,1.02
WOOD7,Adriano Cerato,Fluxo,27 years,11175,29.9%,10885,1.03,69.9,5.9,671,17550,0.64,0.12,0.62,0.09,0.07,1.03
mono,Michał Gabszewicz,N/A,27 years,11692,44.7%,11716,1.0,75.5,5.7,665,17776,0.66,0.13,0.66,0.07,0.09,0.97
SHOOWTiME,Gustavo Gonçalves,Flamengo,25 years,18347,44.9%,18784,0.98,75.2,4.4,1050,27217,0.67,0.14,0.69,0.1,0.1,0.97
jmqa,Savelii Bragin,N/A,25 years,16152,51.0%,16425,0.98,73.8,4.4,922,24189,0.67,0.13,0.68,0.09,0.08,0.97
DeStRoYeR,JiaMing Gu,Invictus,28 years,10730,42.3%,10965,0.98,74.2,2.7,600,15845,0.68,0.12,0.69,0.09,0.09,0.97
doto,Joonas Forss,HAVU,27 years,13750,54.3%,14113,0.97,74.4,4.8,773,20811,0.66,0.14,0.68,0.09,0.09,0.97
seb,Sebastian Bucki,N/A,31 years,10456,45.5%,10680,0.98,76.0,4.1,603,15586,0.67,0.15,0.69,0.11,0.11,0.97
leman,Eryk Kocęba,N/A,26 years,10285,51.4%,10487,0.98,72.2,4.0,580,15648,0.66,0.13,0.67,0.11,0.12,0.97
kUcheR,Emil Akhundov,N/A,34 years,14944,44.0%,15089,0.99,74.2,2.6,852,22314,0.67,0.15,0.68,0.1,0.1,0.97
droid,Damian Boulware,timbermen,22 years,8288,46.4%,8387,0.99,73.2,6.5,483,12434,0.67,0.13,0.67,0.1,0.11,1.02
SPELLAN,Teodor Nikolov,TENSTAR,25 years,25435,39.5%,25802,0.99,73.9,5.4,1486,38905,0.65,0.13,0.66,0.08,0.08,1.03
stk,Anupong Mueangngam,LZ,26 years,10034,42.0%,10257,0.98,74.5,3.0,591,15136,0.66,0.15,0.68,0.13,0.11,1.05
oskarish,Oskar Stenborowski,N/A,25 years,19656,50.4%,20056,0.98,71.0,4.3,1122,30064,0.65,0.12,0.67,0.1,0.1,0.97
ELUSIVE,Ruan van Wyk,N/A,29 years,6410,43.9%,6354,1.01,69.6,3.6,397,10059,0.64,0.14,0.63,0.1,0.11,0.97
f4stzin,Arthur Schmitt,Flamengo,24 years,7510,55.6%,7816,0.96,74.8,2.8,408,11008,0.68,0.13,0.71,0.1,0.09,1.03
SOKER,Aitor Fernández,N/A,29 years,11508,42.6%,11950,0.96,75.8,2.8,645,16934,0.68,0.15,0.71,0.12,0.11,0.97
byr9,Yaroslav Buryak,IKLA,24 years,8565,54.8%,8744,0.98,75.3,5.3,482,13142,0.65,0.14,0.67,0.1,0.09,1.05
DEVIL,Timothée Démolon,UBITEAM,28 years,11006,48.2%,11297,0.97,73.3,3.7,636,16582,0.66,0.13,0.68,0.1,0.09,0.97
gabesson,Gábor Málovics,N/A,32 years,7943,42.1%,8207,0.97,76.0,4.6,441,11654,0.68,0.16,0.7,0.11,0.11,0.97
MAIROLLS,Maitri Sukrob,N/A,24 years,8578,49.1%,8804,0.97,73.2,3.5,498,12894,0.67,0.13,0.68,0.1,0.1,1.02
PKL,Vinicios Coelho,paiN,28 years,20908,51.8%,21349,0.98,74.1,4.1,1221,31922,0.65,0.15,0.67,0.1,0.09,0.97
Mayker,Daryl May,N/A,24 years,7380,49.1%,7600,0.97,72.9,4.6,433,11216,0.66,0.13,0.68,0.1,0.1,1.01
PR1mE,Mathias Carlsen,Tricked,21 years,11541,54.0%,11892,0.97,72.7,4.6,641,17294,0.67,0.11,0.69,0.09,0.1,1.0
KHRN,Jesse Grandell,N/A,33 years,15822,48.0%,16067,0.98,71.0,4.7,935,24443,0.65,0.14,0.66,0.1,0.1,0.97
Leaf,Sattawut Reathong,N/A,28 years,6618,44.2%,6689,0.99,72.1,3.5,398,10120,0.65,0.13,0.66,0.09,0.08,1.02
Keoz,Nicolas Dgus,GamerLegion,22 years,16335,54.6%,17131,0.95,74.7,4.9,911,24286,0.67,0.13,0.71,0.1,0.09,1.02
reltuC,Stephen Cutler,N/A,34 years,14788,40.5%,14862,1.0,73.3,3.7,865,22664,0.65,0.15,0.66,0.09,0.1,0.97
Hyper,Bartosz Wolny,N/A,33 years,11144,41.8%,11311,0.99,69.9,2.8,646,16949,0.66,0.12,0.67,0.08,0.08,0.96
chopper,Leonid Vishnyakov,Spirit,26 years,20359,57.1%,20790,0.98,72.0,4.4,1179,31302,0.65,0.13,0.66,0.1,0.09,0.96
Kristou,Kristoffer Aamand,Astralis Talent,21 years,8377,42.8%,8719,0.96,68.2,3.4,481,12826,0.65,0.09,0.68,0.09,0.08,1.0
LUCAS1,Lucas Teles,N/A,27 years,16073,47.0%,16554,0.97,76.6,3.9,943,24480,0.66,0.16,0.68,0.1,0.09,0.96
SADDYX,Tuomas Louhimaa,temp,21 years,11526,47.7%,11867,0.97,74.7,6.0,653,17513,0.66,0.14,0.68,0.1,0.1,1.03
Maniac,Mathieu Quiquerez,N/A,32 years,14478,39.4%,14866,0.97,74.4,2.1,837,22049,0.66,0.14,0.67,0.08,0.08,0.96
Queenix,Jonas Dideriksen,ECSTATIC,23 years,10805,56.2%,11058,0.98,70.8,4.7,631,17001,0.64,0.12,0.65,0.11,0.11,1.01
niki1,Nikolay Pantaleev,500,32 years,19978,48.6%,20675,0.97,75.6,6.6,1158,30330,0.66,0.16,0.68,0.1,0.09,0.96
bodito,Patrik Boda,Rapid Ninjas,25 years,8647,46.5%,9068,0.95,74.6,3.6,478,12798,0.68,0.14,0.71,0.11,0.1,0.96
seized,Denis Kostin,9 Pandas,28 years,27268,45.9%,28044,0.97,72.4,5.4,1566,41279,0.66,0.15,0.68,0.08,0.07,0.96
kaper,Kacper Słoma,GRAFICIARZE,27 years,9154,44.2%,9322,0.98,72.1,3.8,536,14240,0.64,0.14,0.65,0.1,0.1,1.02
SmithZz,Edouard Dubourdeaux,Nakama,34 years,19827,41.4%,20390,0.97,66.0,2.3,1168,30301,0.65,0.14,0.67,0.1,0.08,0.96
Drea3er,ZhiTao Zhang,N/A,28 years,7240,53.8%,7614,0.95,73.7,2.7,418,10753,0.67,0.13,0.71,0.09,0.1,1.01
The eLiVe,Erik Sith,Sampi,24 years,10952,51.8%,11246,0.97,72.2,5.0,624,16971,0.65,0.13,0.66,0.1,0.09,1.01
misutaaa,Kévin Rabier,Falcons,20 years,10021,53.3%,10398,0.96,69.2,3.0,583,15618,0.64,0.11,0.67,0.12,0.11,1.01
stanislaw,Peter Jarguz,EG Black,28 years,23607,47.5%,24091,0.98,73.0,6.0,1414,36625,0.64,0.14,0.66,0.1,0.09,0.96
phr,Tomasz Wójcik,N/A,26 years,24084,53.2%,24585,0.98,72.9,5.8,1384,37015,0.65,0.13,0.66,0.09,0.09,1.02
maeVe,Lasse Elgaard,N/A,33 years,8154,40.5%,8285,0.98,72.3,3.5,487,12606,0.65,0.14,0.66,0.08,0.07,0.96
w1nt3r,Alikhan Kopzhanov,AVANGAR,25 years,10771,49.4%,10968,0.98,72.3,4.0,626,16747,0.64,0.12,0.65,0.09,0.1,1.0
Surreal,Kia Man,Endpoint,26 years,27993,44.0%,28882,0.97,71.9,3.3,1636,42976,0.65,0.13,0.67,0.1,0.09,0.96
starix,Sergey Ischuk,Aurora,35 years,10985,47.7%,11296,0.97,72.9,3.9,640,16850,0.65,0.13,0.67,0.09,0.09,0.96
expro,Heng Yang,Lynn Vision,24 years,8967,44.7%,9269,0.97,75.7,4.7,503,13330,0.67,0.14,0.7,0.1,0.09,1.03
HOLMES,Petar Dimitrijević,N/A,30 years,8127,44.7%,8494,0.96,77.9,4.5,462,12092,0.67,0.15,0.7,0.1,0.1,0.96
ProbLeM,Dmitriy Martinov,Forward,24 years,11013,48.7%,11351,0.97,73.8,4.9,621,16852,0.65,0.13,0.67,0.1,0.1,1.02
JazzPimp,Dominick Dimpfel,Nouns,25 years,8862,53.9%,9224,0.96,74.7,3.6,496,13025,0.68,0.14,0.71,0.1,0.11,1.01
xms,Alexandre Forté,N/A,25 years,12206,59.0%,12830,0.95,71.0,2.9,712,18783,0.65,0.12,0.68,0.11,0.1,0.96
Uber,Michael Stapells,N/A,26 years,6674,50.2%,6973,0.96,73.6,3.9,398,10027,0.67,0.14,0.7,0.12,0.11,0.96
Marek,Tzu-Chi Huang,YK,29 years,7492,51.5%,7757,0.97,72.4,3.7,439,11573,0.65,0.13,0.67,0.09,0.1,0.96
Kairi,David de Miguel,N/A,34 years,6789,37.8%,7025,0.97,73.9,6.0,407,10374,0.65,0.15,0.68,0.1,0.09,0.96
glow,Min-Soo Kim,N/A,34 years,6438,51.9%,6537,0.98,69.5,3.2,395,10045,0.64,0.12,0.65,0.11,0.11,1.01
TMB,Thomas Bundsbæk,Copenhagen Flames,21 years,15171,47.3%,15839,0.96,76.9,7.5,858,23036,0.66,0.16,0.69,0.11,0.09,1.04
nafany,Vladislav Gorshkov,Cloud9,21 years,16392,50.8%,17233,0.95,74.1,4.9,934,24838,0.66,0.14,0.69,0.1,0.08,1.03
Kvik,Aurimas Kvakšys,Kalbos Egzaminas,27 years,13755,42.7%,14443,0.95,75.1,3.8,785,20509,0.67,0.14,0.7,0.1,0.1,0.96
LOGAN,Logan Corti,N/A,24 years,10091,55.2%,10391,0.97,70.6,2.6,590,15692,0.64,0.12,0.66,0.1,0.1,1.01
smF,Danni Dyg,CEPTER,30 years,13994,56.2%,14376,0.97,69.5,4.6,838,21953,0.64,0.13,0.65,0.11,0.11,0.96
Aleksib,Aleksi Virolainen,Ninjas in Pyjamas,25 years,18287,39.4%,18747,0.98,74.2,8.5,1080,28650,0.64,0.17,0.65,0.11,0.1,0.96
Walco,Colby Walsh,EG Black,21 years,10261,56.6%,10805,0.95,73.2,7.5,590,15639,0.66,0.13,0.69,0.1,0.09,1.01
RZU,Jeff Ngo,N/A,22 years,8905,52.3%,9459,0.94,73.9,3.7,502,13085,0.68,0.12,0.72,0.1,0.1,1.01
tiziaN,Tizian Feldbusch,BIG Academy,26 years,30155,56.1%,31121,0.97,71.2,4.6,1785,47248,0.64,0.13,0.66,0.09,0.09,0.96
kraghen,Tobias Kragh Jensen,ECSTATIC,20 years,7087,46.6%,7408,0.96,76.8,5.5,396,10653,0.67,0.14,0.7,0.1,0.11,1.03
nosraC,Carson O'Reilly,Nouns,22 years,10774,49.7%,11257,0.96,74.2,6.1,618,16367,0.66,0.14,0.69,0.09,0.08,1.02
0i,ZhiWei Liu,Invictus,26 years,8662,55.8%,9099,0.95,73.3,3.3,492,12863,0.67,0.13,0.71,0.1,0.1,1.0
ponczek,Patryk Wites,N/A,27 years,9982,44.1%,10230,0.98,70.6,4.1,585,15685,0.64,0.13,0.65,0.09,0.08,1.01
nbl,Nabil Aleua,VELOX,26 years,10437,51.6%,10960,0.95,72.1,3.6,611,15786,0.66,0.13,0.69,0.11,0.1,0.96
YJ,Lucas Yuji,N/A,27 years,8424,41.6%,8495,0.99,71.0,4.1,514,13425,0.63,0.13,0.63,0.07,0.08,1.0
kinqie,Semyon Lisitsyn,SUN,31 years,11139,57.1%,11746,0.95,74.7,4.6,632,16798,0.66,0.13,0.7,0.11,0.09,0.95
oxygeN,Blagoi Dimitrov,VOYVODA,19 years,10312,58.9%,10713,0.96,68.7,4.1,604,16295,0.63,0.11,0.66,0.1,0.08,1.01
NEO,Filip Kubski,HONORIS,35 years,34508,37.8%,36066,0.96,72.1,5.9,2037,53165,0.65,0.16,0.68,0.09,0.08,0.95
dezon,Adam Wahlqvist,N/A,25 years,9363,52.4%,9611,0.97,70.0,4.8,555,14946,0.63,0.13,0.64,0.09,0.1,1.01
SEMINTE,Valentin Bodea,N/A,25 years,12709,49.3%,13310,0.95,71.5,3.0,737,19460,0.65,0.12,0.68,0.09,0.09,0.95
denis,Denis Howell,N/A,28 years,32914,44.3%,34777,0.95,75.1,3.7,1840,48974,0.67,0.14,0.71,0.1,0.09,0.95
alexRr,Alexander Frisch,N/A,27 years,7438,39.8%,7992,0.93,72.6,3.8,433,11346,0.66,0.12,0.7,0.09,0.07,0.95
dumz,Miran Matković,N/A,27 years,7889,48.4%,8209,0.96,71.2,3.1,455,12074,0.65,0.12,0.68,0.1,0.09,0.95
tahsiN,Tahsin Broschk,Entropy,32 years,10491,44.7%,11162,0.94,72.6,5.0,606,15760,0.67,0.14,0.71,0.09,0.08,0.95
MAJ3R,Engin Küpeli,Eternal Fire,32 years,19599,48.1%,20271,0.97,73.4,5.1,1157,30434,0.64,0.14,0.67,0.08,0.08,0.95
rafftu,Kostadin Turbinov,N/A,23 years,9489,51.1%,9922,0.96,71.8,3.5,541,14489,0.65,0.13,0.68,0.12,0.11,1.01
friberg,Adam Friberg,N/A,31 years,33244,47.3%,34978,0.95,70.4,5.1,1966,51219,0.65,0.16,0.68,0.11,0.09,0.95
Grus,Sander Iversen,N/A,25 years,10906,63.5%,11737,0.93,73.4,5.2,603,16427,0.66,0.12,0.71,0.1,0.09,1.01
Snappi,Marco Pfeiffer,ENCE,32 years,28654,45.5%,29823,0.96,72.5,4.6,1672,44189,0.65,0.13,0.67,0.09,0.08,0.95
Console,Mads Skovby,N/A,27 years,11948,39.5%,12530,0.95,74.0,3.2,708,18612,0.64,0.15,0.67,0.11,0.09,0.95
CONNOR93,Connor Glover,N/A,29 years,7738,51.7%,8195,0.94,72.8,2.7,449,11544,0.67,0.12,0.71,0.11,0.1,0.95
soju_j,Jay Jeong,N/A,25 years,9148,41.2%,9558,0.96,72.1,4.2,554,14231,0.64,0.14,0.67,0.11,0.1,1.01
KrizzeN,Aidyn Turlybekov,N/A,23 years,12720,54.9%,13088,0.97,71.4,3.9,763,20020,0.64,0.14,0.65,0.1,0.09,1.01
H4RR3,Haris Hadzic,Metizport,25 years,12193,50.2%,13005,0.94,75.1,4.7,689,18503,0.66,0.14,0.7,0.12,0.1,1.03
dERZKIY,Igor Radosavlevich,SHIPACHI,26 years,7217,53.9%,7623,0.95,72.0,2.3,419,10917,0.66,0.13,0.7,0.1,0.11,0.95
devoduvek,David Dobrosavljevic,Mixfits,28 years,11768,49.4%,12416,0.95,75.5,3.6,681,18075,0.65,0.15,0.69,0.1,0.09,0.95
steel,Lucas Lopes,Case,29 years,24979,40.9%,25976,0.96,71.6,3.7,1485,38852,0.64,0.13,0.67,0.1,0.09,0.95
AcilioN,Asger Larsen,undefined,26 years,30836,44.0%,32374,0.95,72.5,4.4,1806,47619,0.65,0.15,0.68,0.11,0.09,0.95
flashie,Viktor Tamás Bea,CLG Red,27 years,10179,41.9%,10697,0.95,72.3,3.8,594,15719,0.65,0.14,0.68,0.1,0.09,0.95
maNkz,Marcus Kjeldsen,ECSTATIC,24 years,14552,52.5%,15365,0.95,73.0,5.0,842,22683,0.64,0.14,0.68,0.12,0.11,1.02
beastik,Sebastian Daňo,SINNERS,25 years,15062,54.9%,15946,0.94,70.5,4.7,883,23699,0.64,0.13,0.67,0.1,0.07,1.0
